ID,CASRN,Name,ChemSpiderID,MolecularFormula,VerticeSet,EdgeSet,NumHydrogenSet,amine,nitrile,imine,sulfide,thiol,halide_F,halide_Cl,halide_Br,halide_I,phosphate,alcohol,carboxylic_acid,acid_halide_F,acid_halide_Cl,acid_halide_Br,ester,anhydride,imide_0,imide_1,amide_0,amide_1,amide_2,isocyanate,aldehyde,ketone,benzene
139,58-64-0,Adenosine diphosphate,5800,C10H15N5O10P2,"['O1', 'C1', 'C2', 'C3', 'O2', 'P1', 'O3', 'O4', 'P2', 'O5', 'O6', 'O7', 'O8', 'O9', 'C4', 'C5', 'O10', 'N1', 'C6', 'N2', 'C7', 'C8', 'N3', 'C9', 'N4', 'C10', 'N5']","[('C1', 'C2'), ('C1', 'C5'), ('C2', 'C3'), ('C2', 'O9'), ('C3', 'O2'), ('O2', 'P1'), ('P1', 'O3'), ('P1', 'O3'), ('P1', 'O4'), ('P1', 'O8'), ('O4', 'P2'), ('P2', 'O5'), ('P2', 'O5'), ('P2', 'O6'), ('P2', 'O7'), ('O9', 'C4'), ('C4', 'C5'), ('C4', 'N1'), ('C5', 'O10'), ('N1', 'C6'), ('N1', 'C8'), ('C6', 'N2'), ('C6', 'N2'), ('N2', 'C7'), ('C7', 'C8'), ('C7', 'C10'), ('C7', 'C10'), ('C8', 'N3'), ('C8', 'N3'), ('N3', 'C9'), ('C9', 'N4'), ('C9', 'N4'), ('N4', 'C10'), ('C10', 'N5'), ('C1', 'O1')]","[1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
141,58-72-0,Triphenylethylene,5803,C20H16,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C15'), ('C2', 'C3'), ('C2', 'C9'), ('C3', 'C4'), ('C3', 'C8'), ('C3', 'C8'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C9', 'C10'), ('C9', 'C14'), ('C9', 'C14'), ('C10', 'C11'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'C13'), ('C12', 'C13'), ('C13', 'C14'), ('C15', 'C16'), ('C15', 'C20'), ('C15', 'C20'), ('C16', 'C17'), ('C16', 'C17'), ('C17', 'C18'), ('C18', 'C19'), ('C18', 'C19'), ('C19', 'C20')]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
142,58-73-1,diphenhydramine,2989,C17H21NO,"['C1', 'N1', 'C2', 'C3', 'C4', 'O1', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17']","[('C1', 'N1'), ('N1', 'C2'), ('N1', 'C3'), ('C3', 'C4'), ('C4', 'O1'), ('O1', 'C5'), ('C5', 'C6'), ('C5', 'C12'), ('C6', 'C7'), ('C6', 'C7'), ('C6', 'C11'), ('C7', 'C8'), ('C8', 'C9'), ('C8', 'C9'), ('C9', 'C10'), ('C10', 'C11'), ('C10', 'C11'), ('C12', 'C13'), ('C12', 'C13'), ('C12', 'C17'), ('C13', 'C14'), ('C14', 'C15'), ('C14', 'C15'), ('C15', 'C16'), ('C16', 'C17'), ('C16', 'C17')]","[3, 0, 3, 2, 2, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
143,58-85-5,biotin,149962,C10H16N2O3S,"['O1', 'C1', 'O2', 'C2', 'C3', 'C4', 'C5', 'C6', 'S1', 'C7', 'C8', 'C9', 'N1', 'N2', 'C10', 'O3']","[('O1', 'C1'), ('O1', 'C1'), ('C1', 'O2'), ('C1', 'C2'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'S1'), ('C6', 'C9'), ('S1', 'C7'), ('C7', 'C8'), ('C8', 'C9'), ('C8', 'N2'), ('C9', 'N1'), ('N1', 'C10'), ('N2', 'C10'), ('C10', 'O3'), ('C10', 'O3')]","[0, 0, 1, 2, 2, 2, 2, 1, 0, 2, 1, 1, 1, 1, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
144,58-86-6,D-Xylopyranose,119104,C5H10O5,"['O1', 'O2', 'O3', 'O4', 'O5', 'C1', 'C2', 'C3', 'C4', 'C5']","[('O1', 'C3'), ('O1', 'C5'), ('C1', 'O2'), ('C2', 'O3'), ('O4', 'C3'), ('C4', 'O5'), ('C1', 'C2'), ('C1', 'C3'), ('C2', 'C4'), ('C4', 'C5')]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
145,58-89-9,lindane,10481896,C6H6Cl6,"['Cl1', 'Cl2', 'Cl3', 'Cl4', 'Cl5', 'Cl6', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6']","[('C1', 'Cl1'), ('C2', 'Cl2'), ('C3', 'Cl3'), ('C4', 'Cl4'), ('C5', 'Cl5'), ('C6', 'Cl6'), ('C1', 'C3'), ('C1', 'C5'), ('C2', 'C4'), ('C2', 'C6'), ('C3', 'C4'), ('C5', 'C6')]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
146,58-90-2,"2,3,4,6-Tetrachlorophenol",5806,C6H2Cl4O,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'Cl1', 'O1', 'Cl2', 'Cl3', 'Cl4']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C6'), ('C2', 'C3'), ('C2', 'Cl4'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'Cl3'), ('C4', 'C5'), ('C4', 'Cl2'), ('C5', 'C6'), ('C5', 'C6'), ('C5', 'O1'), ('C6', 'Cl1')]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
147,58-93-5,Hydrochlorothiazide,3513,C7H8ClN3O4S2,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'N1', 'C7', 'N2', 'S1', 'O1', 'O2', 'S2', 'N3', 'O3', 'O4', 'Cl1']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C6'), ('C2', 'C3'), ('C2', 'Cl1'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'S2'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C6'), ('C5', 'S1'), ('C6', 'N1'), ('N1', 'C7'), ('C7', 'N2'), ('N2', 'S1'), ('S1', 'O1'), ('S1', 'O1'), ('S1', 'O2'), ('S1', 'O2'), ('S2', 'N3'), ('S2', 'O3'), ('S2', 'O3'), ('S2', 'O4'), ('S2', 'O4'), ('N3', 'O4'), ('N3', 'Cl1')]","[1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
148,58-94-6,Flumen,2619,C7H6ClN3O4S2,"['Cl1', 'S1', 'S2', 'O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'N3', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7']","[('Cl1', 'C6'), ('S1', 'O1'), ('S1', 'O1'), ('S1', 'O2'), ('S1', 'O2'), ('S1', 'N2'), ('S1', 'C1'), ('S2', 'O3'), ('S2', 'O3'), ('S2', 'O4'), ('S2', 'O4'), ('S2', 'N3'), ('S2', 'C3'), ('N1', 'C2'), ('N1', 'C7'), ('N2', 'C7'), ('N2', 'C7'), ('C1', 'C2'), ('C1', 'C4'), ('C1', 'C4'), ('C2', 'C5'), ('C2', 'C5'), ('C3', 'C4'), ('C3', 'C6'), ('C3', 'C6'), ('C5', 'C6'), ('N1', 'N3'), ('N3', 'C1'), ('N3', 'C2'), ('C4', 'C3'), ('C5', 'C4'), ('C7', 'C5')]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
149,58-95-7,Tocopheryl acetate,77987,C31H52O3,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24', 'C25', 'C26', 'C27', 'C28', 'C29', 'O1', 'O2', 'C30', 'C31', 'O3']","[('C1', 'C2'), ('C2', 'C3'), ('C2', 'C4'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'C7'), ('C7', 'C8'), ('C7', 'C9'), ('C9', 'C10'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'C13'), ('C12', 'C14'), ('C14', 'C15'), ('C15', 'C16'), ('C16', 'C17'), ('C17', 'C18'), ('C17', 'C19'), ('C17', 'O1'), ('C19', 'C20'), ('C20', 'C21'), ('C21', 'C22'), ('C21', 'C22'), ('C21', 'C29'), ('C22', 'C23'), ('C22', 'C24'), ('C24', 'C25'), ('C24', 'C25'), ('C24', 'O2'), ('C25', 'C26'), ('C25', 'C27'), ('C27', 'C28'), ('C27', 'C29'), ('C27', 'C29'), ('C29', 'O1'), ('O2', 'C30'), ('C30', 'C31'), ('C30', 'O3'), ('C30', 'O3')]","[3, 1, 3, 2, 2, 2, 1, 3, 2, 2, 2, 1, 3, 2, 2, 2, 0, 3, 2, 2, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
150,58-96-8,Uridine,5807,C9H12N2O6,"['O1', 'C1', 'C2', 'O2', 'C3', 'C4', 'O3', 'C5', 'O4', 'N1', 'C6', 'C7', 'C8', 'O5', 'N2', 'C9', 'O6']","[('O1', 'C1'), ('C1', 'C2'), ('C2', 'O2'), ('C2', 'C5'), ('O2', 'C3'), ('C3', 'C4'), ('C3', 'N1'), ('C4', 'O3'), ('C4', 'C5'), ('C5', 'O4'), ('N1', 'C6'), ('N1', 'C9'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C8', 'O5'), ('C8', 'O5'), ('C8', 'N2'), ('N2', 'C9'), ('C9', 'O6'), ('C9', 'O6')]","[1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
151,58-97-9,Uridine monophosphate,5808,C9H13N2O9P,"['C1', 'C2', 'N1', 'C3', 'C4', 'C5', 'C6', 'C7', 'O1', 'P1', 'O2', 'O3', 'O4', 'O5', 'O6', 'O7', 'C8', 'N2', 'C9', 'O8', 'O9']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C9'), ('C2', 'N1'), ('N1', 'C3'), ('N1', 'C8'), ('C3', 'C4'), ('C3', 'O5'), ('C4', 'C5'), ('C4', 'O7'), ('C5', 'C6'), ('C5', 'O6'), ('C6', 'C7'), ('C6', 'O5'), ('C7', 'O1'), ('O1', 'P1'), ('P1', 'O2'), ('P1', 'O3'), ('P1', 'O4'), ('P1', 'O4'), ('C8', 'N2'), ('C8', 'O9'), ('C8', 'O9'), ('N2', 'C9'), ('N2', 'C9'), ('C9', 'O8')]","[1, 1, 0, 1, 1, 1, 1, 2, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
152,59-14-3,Bromodeoxyuridine,5813,C9H11BrN2O5,"['O1', 'C1', 'C2', 'O2', 'C3', 'C4', 'C5', 'O3', 'N1', 'C6', 'C7', 'Br1', 'C8', 'O4', 'N2', 'C9', 'O5']","[('O1', 'C1'), ('C2', 'C1'), ('C2', 'O2'), ('C2', 'C5'), ('O2', 'C3'), ('C3', 'C4'), ('C3', 'N1'), ('C4', 'C5'), ('C5', 'O3'), ('N1', 'C6'), ('N1', 'C9'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'Br1'), ('C7', 'C8'), ('C8', 'O4'), ('C8', 'O4'), ('C8', 'N2'), ('N2', 'C9'), ('C9', 'O5'), ('C9', 'O5')]","[1, 2, 1, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
153,59-23-4,D-(+)-Galactose,2301265,C6H12O6,"['O1', 'C1', 'C2', 'O2', 'C3', 'O3', 'C4', 'O4', 'C5', 'O5', 'C6', 'O6']","[('O1', 'C1'), ('C1', 'C2'), ('C2', 'O2'), ('C2', 'C3'), ('C3', 'O3'), ('C3', 'C4'), ('C4', 'O4'), ('C4', 'C5'), ('C5', 'O5'), ('C5', 'C6'), ('C6', 'O6'), ('C6', 'O6')]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
154,59-30-3,N-[p-[[(2-Amino-4-hydroxy-6-pteridinyl)methyl]amino]benzoyl]glutamic Acid,3288,C19H19N7O6,"['N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'N3', 'C5', 'N4', 'N5', 'C6', 'C7', 'C8', 'C9', 'C10', 'O1', 'O2', 'N6', 'O3', 'C11', 'N7', 'C12', 'C13', 'C14', 'O4', 'C15', 'C16', 'C17', 'O5', 'O6', 'C18', 'C19']","[('N2', 'C4'), ('N2', 'C4'), ('C1', 'C3'), ('C2', 'N2'), ('C3', 'N1'), ('C3', 'N1'), ('C4', 'N1'), ('N3', 'C1'), ('C5', 'C8'), ('N4', 'C2'), ('N5', 'C5'), ('C6', 'C7'), ('C7', 'N5'), ('C8', 'C14'), ('C8', 'C14'), ('C9', 'N3'), ('C9', 'N3'), ('C10', 'C17'), ('O1', 'C5'), ('O1', 'C5'), ('O2', 'C6'), ('O2', 'C6'), ('N6', 'C15'), ('O3', 'C10'), ('O3', 'C10'), ('C11', 'N4'), ('C11', 'N4'), ('N7', 'C4'), ('C12', 'C7'), ('C13', 'C18'), ('C13', 'C18'), ('C14', 'C19'), ('O4', 'C3'), ('C15', 'C9'), ('C16', 'N6'), ('C17', 'C12'), ('O5', 'C6'), ('O6', 'C10'), ('C18', 'C16'), ('C19', 'C16'), ('C19', 'C16'), ('C1', 'C2'), ('C1', 'C2'), ('C9', 'C11'), ('C13', 'C8')]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 1, 1, 1, 2, 0, 2, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
155,59-31-4,quinolone,5816,C9H7NO,"['O1', 'C1', 'N1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9']","[('O1', 'C1'), ('C1', 'N1'), ('C1', 'N1'), ('C1', 'C9'), ('N1', 'C2'), ('C2', 'C3'), ('C2', 'C3'), ('C2', 'C7'), ('C3', 'C4'), ('C3', 'C8'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'C7'), ('C8', 'C9'), ('C8', 'C9')]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
156,59-33-6,histosol,4447518,C21H27N3O5,"['O1', 'C1', 'O2', 'C2', 'C3', 'C4', 'O3', 'O4', 'C5', 'O5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'N1', 'C13', 'C14', 'C15', 'C16', 'C17', 'N2', 'C18', 'C19', 'N3', 'C20', 'C21']","[('O1', 'C1'), ('C1', 'O2'), ('C1', 'O2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'O3'), ('C4', 'O3'), ('C4', 'O4'), ('C5', 'O5'), ('O5', 'C6'), ('C6', 'C7'), ('C6', 'C11'), ('C6', 'C11'), ('C7', 'C8'), ('C7', 'C8'), ('C8', 'C9'), ('C9', 'C10'), ('C9', 'C10'), ('C9', 'C12'), ('C10', 'C11'), ('C12', 'N1'), ('N1', 'C13'), ('N1', 'C18'), ('C13', 'C14'), ('C13', 'N2'), ('C13', 'N2'), ('C14', 'C15'), ('C14', 'C15'), ('C15', 'C16'), ('C16', 'C17'), ('C16', 'C17'), ('C17', 'N2'), ('C18', 'C19'), ('C19', 'N3'), ('N3', 'C20'), ('N3', 'C21')]","[1, 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
157,59-40-5,sulfaquinoxaline,5147,C14H12N4O2S,"['S1', 'O1', 'O2', 'N1', 'N2', 'N3', 'N4', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14']","[('S1', 'O1'), ('S1', 'O1'), ('S1', 'O2'), ('S1', 'O2'), ('S1', 'N1'), ('S1', 'C1'), ('N1', 'C2'), ('N2', 'C2'), ('N2', 'C2'), ('N2', 'C3'), ('N3', 'C4'), ('N3', 'C5'), ('N3', 'C5'), ('N4', 'C10'), ('C1', 'C6'), ('C1', 'C6'), ('C1', 'C7'), ('C2', 'C5'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C8'), ('C4', 'C9'), ('C6', 'C11'), ('C7', 'C12'), ('C7', 'C12'), ('C8', 'C13'), ('C8', 'C13'), ('C9', 'C14'), ('C9', 'C14'), ('C10', 'C11'), ('C10', 'C11'), ('C10', 'C12'), ('C13', 'C14'), ('N1', 'C11'), ('N4', 'C12'), ('N4', 'C13'), ('C5', 'C14')]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
159,59-49-4,Benzoxazolone,5820,C7H5NO2,"['O1', 'C1', 'O2', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'N1']","[('O1', 'C1'), ('O1', 'C1'), ('C1', 'O2'), ('C1', 'N1'), ('O2', 'C2'), ('C2', 'C3'), ('C2', 'C3'), ('C2', 'C7'), ('C3', 'C4'), ('C3', 'N1'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'C7')]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
160,59-50-7,p-Chlorocresol,21106018,C7H7ClO,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'Cl1', 'O1']","[('C1', 'C2'), ('C2', 'C3'), ('C2', 'C3'), ('C2', 'C7'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C4', 'O1'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'Cl1')]","[3, 0, 1, 0, 1, 1, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
161,59-51-8,DL-Methionine,853,C5H11NO2S,"['C1', 'S1', 'C2', 'C3', 'C4', 'C5', 'O1', 'O2', 'N1']","[('C1', 'S1'), ('S1', 'C2'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'N1'), ('C5', 'O1'), ('C5', 'O1'), ('C5', 'O2')]","[3, 0, 2, 2, 1, 0, 0, 1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
162,59-52-9,dimercaprol,2971,C3H8OS2,"['C1', 'C2', 'C3', 'S1', 'S2', 'O1']","[('C1', 'C2'), ('C1', 'O1'), ('C2', 'C3'), ('C2', 'S2'), ('C3', 'S1')]","[2, 1, 2, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
164,59-66-5,acetazolamide,1909,C4H6N4O3S2,"['C1', 'C2', 'N1', 'C3', 'N2', 'N3', 'C4', 'S1', 'S2', 'N4', 'O1', 'O2', 'O3']","[('C1', 'C2'), ('C2', 'N1'), ('C2', 'N1'), ('C2', 'O3'), ('N1', 'C3'), ('C3', 'N2'), ('C3', 'N2'), ('C3', 'S1'), ('N2', 'N3'), ('N3', 'C4'), ('N3', 'C4'), ('C4', 'S1'), ('C4', 'S2'), ('S2', 'N4'), ('S2', 'O1'), ('S2', 'O1'), ('S2', 'O2'), ('S2', 'O2'), ('N4', 'O3')]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
165,59-67-6,Niacin,913,C6H5NO2,"['C1', 'C2', 'C3', 'C4', 'N1', 'C5', 'C6', 'O1', 'O2']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C5'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C6'), ('C4', 'N1'), ('N1', 'C5'), ('N1', 'C5'), ('C6', 'O1'), ('C6', 'O1'), ('C6', 'O2')]","[1, 1, 0, 1, 0, 1, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
168,59-88-1,Phenylhydrazinium Chloride,54924,C6H9ClN2,"['Cl1', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6']","[('N1', 'N2'), ('N2', 'C1'), ('C1', 'C2'), ('C1', 'C6'), ('C1', 'C6'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6')]","[1, 2, 1, 0, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
169,59-92-7,Levodopa,5824,C9H11NO4,"['N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'O1', 'C7', 'O2', 'C8', 'C9', 'O3', 'O4']","[('N1', 'C1'), ('C1', 'C2'), ('C1', 'C9'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C8'), ('C3', 'C8'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'O1'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'O2'), ('C7', 'C8'), ('C9', 'O3'), ('C9', 'O4'), ('C9', 'O4')]","[2, 1, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
170,59-97-2,Tolazoline hydrochloride,5825,C10H13ClN2,"['Cl1', 'C1', 'C2', 'N1', 'C3', 'C4', 'N2', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10']","[('C1', 'C2'), ('C1', 'C5'), ('C2', 'N1'), ('C2', 'N1'), ('C2', 'N2'), ('N1', 'C3'), ('C3', 'C4'), ('C4', 'N2'), ('C5', 'C6'), ('C5', 'C10'), ('C5', 'C10'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C8', 'C9'), ('C8', 'C9'), ('C9', 'C10')]","[1, 2, 0, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
171,60-00-4,Ethylenediaminetetraacetic acid,5826,C10H16N2O8,"['C1', 'C2', 'N1', 'C3', 'C4', 'O1', 'O2', 'C5', 'C6', 'O3', 'O4', 'N2', 'C7', 'C8', 'O5', 'O6', 'C9', 'C10', 'O7', 'O8']","[('C1', 'C2'), ('C1', 'N2'), ('C2', 'N1'), ('N1', 'C3'), ('N1', 'C5'), ('C3', 'C4'), ('C4', 'O1'), ('C4', 'O1'), ('C4', 'O2'), ('C5', 'C6'), ('C6', 'O3'), ('C6', 'O3'), ('C6', 'O4'), ('N2', 'C7'), ('N2', 'C9'), ('C7', 'C8'), ('C8', 'O5'), ('C8', 'O5'), ('C8', 'O6'), ('C9', 'C10'), ('C10', 'O7'), ('C10', 'O7'), ('C10', 'O8')]","[2, 2, 0, 2, 0, 0, 1, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
172,60-18-4,L-(-)-Tyrosine,5833,C9H11NO3,"['N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'O1', 'C7', 'C8', 'C9', 'O2', 'O3']","[('N1', 'C1'), ('C1', 'C2'), ('C1', 'C9'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C8'), ('C3', 'C8'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'O1'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C9', 'O2'), ('C9', 'O3'), ('C9', 'O3')]","[2, 1, 2, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
173,60-19-5,Tyramine,5408,C8H11NO,"['N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'O1']","[('N1', 'C1'), ('C1', 'C2'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C8'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'O1'), ('C7', 'C8'), ('C7', 'C8')]","[2, 2, 2, 0, 1, 1, 0, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
174,60-24-2,mercaptoethanol,1512,C2H6OS,"['C1', 'C2', 'S1', 'O1']","[('C1', 'C2'), ('C1', 'O1'), ('C2', 'S1')]","[2, 2, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
175,60-25-3,Hexamethonium Chloride,84450,C12H30Cl2N2,"['Cl1', 'Cl2', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12']","[('N1', 'C1'), ('N1', 'C7'), ('N1', 'C8'), ('N1', 'C9'), ('N2', 'C2'), ('N2', 'C10'), ('N2', 'C11'), ('N2', 'C12'), ('C1', 'C3'), ('C2', 'C4'), ('C3', 'C5'), ('C4', 'C6'), ('C5', 'C6')]","[1, 1, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
176,60-27-5,Creatinine,568,C4H7N3O,"['C1', 'N1', 'C2', 'C3', 'N2', 'C4', 'N3', 'O1']","[('C1', 'N1'), ('N1', 'C2'), ('N1', 'C4'), ('C2', 'C3'), ('C3', 'N2'), ('C3', 'N2'), ('C3', 'O1'), ('N2', 'C4'), ('C4', 'N3'), ('C4', 'N3')]","[3, 0, 2, 0, 0, 0, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
177,60-29-7,Diethyl ether,3168,C4H10O,"['C1', 'C2', 'O1', 'C3', 'C4']","[('C1', 'C2'), ('C2', 'O1'), ('O1', 'C3'), ('C3', 'C4')]","[3, 2, 0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
178,60-31-1,Acetylcholine chloride,5836,C7H16ClNO2,"['C1', 'C2', 'O1', 'O2', 'C3', 'C4', 'N1', 'C5', 'C6', 'C7', 'Cl1']","[('C1', 'C2'), ('C2', 'O1'), ('C2', 'O1'), ('C2', 'O2'), ('O2', 'C3'), ('C3', 'C4'), ('C4', 'N1'), ('N1', 'C5'), ('N1', 'C6'), ('N1', 'C7')]","[3, 0, 0, 0, 2, 2, 0, 3, 3, 3, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
