ID,CASRN,Name,ChemSpiderID,MolecularFormula,VerticeSet,EdgeSet,NumHydrogenSet,amine,nitrile,imine,sulfide,thiol,halide_F,halide_Cl,halide_Br,halide_I,phosphate,alcohol,carboxylic_acid,acid_halide_F,acid_halide_Cl,acid_halide_Br,ester,anhydride,imide_0,imide_1,amide_0,amide_1,amide_2,isocyanate,aldehyde,ketone,benzene
2481,128-81-4,"4,11-diamino-1H-naphth[2,3-f]isoindole-1,3,5,10(2H)-tetrone",60535,C16H9N3O4,"['O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'N3', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16']","[('O1', 'C7'), ('O1', 'C7'), ('O2', 'C8'), ('O2', 'C8'), ('O3', 'C11'), ('O3', 'C11'), ('O4', 'C12'), ('O4', 'C12'), ('N1', 'C11'), ('N1', 'C12'), ('N2', 'C5'), ('N3', 'C6'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C5'), ('C1', 'C7'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C4'), ('C3', 'C5'), ('C3', 'C5'), ('C3', 'C11'), ('C4', 'C6'), ('C4', 'C6'), ('C4', 'C12'), ('C7', 'C9'), ('C8', 'C10'), ('C9', 'C10'), ('C9', 'C13'), ('C9', 'C13'), ('C10', 'C14'), ('C10', 'C14'), ('C13', 'C15'), ('C14', 'C16'), ('C15', 'C16'), ('C15', 'C16')]","[0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2482,128-83-6,Solvent blue 12 (C.I. 62100),60536,C21H15BrN2O2,"['Br1', 'O1', 'O2', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21']","[('Br1', 'C10'), ('O1', 'C6'), ('O1', 'C6'), ('O2', 'C7'), ('O2', 'C7'), ('N1', 'C3'), ('N1', 'C13'), ('N2', 'C8'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C3'), ('C1', 'C6'), ('C2', 'C7'), ('C2', 'C8'), ('C3', 'C9'), ('C3', 'C9'), ('C4', 'C5'), ('C4', 'C6'), ('C4', 'C11'), ('C4', 'C11'), ('C5', 'C7'), ('C5', 'C12'), ('C5', 'C12'), ('C8', 'C10'), ('C8', 'C10'), ('C9', 'C10'), ('C11', 'C14'), ('C12', 'C15'), ('C13', 'C16'), ('C13', 'C16'), ('C13', 'C17'), ('C14', 'C15'), ('C14', 'C15'), ('C16', 'C19'), ('C17', 'C20'), ('C17', 'C20'), ('C18', 'C19'), ('C18', 'C19'), ('C18', 'C20'), ('C18', 'C21')]","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
2483,128-84-7,"1,4-Diamino-2,3-dihydroxy-9,10-anthraquinone",60537,C14H10N2O4,"['O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14']","[('O1', 'C5'), ('O1', 'C5'), ('O2', 'C6'), ('O2', 'C6'), ('O3', 'C9'), ('O4', 'C10'), ('N1', 'C7'), ('N2', 'C8'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C5'), ('C1', 'C7'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C4'), ('C3', 'C5'), ('C3', 'C11'), ('C3', 'C11'), ('C4', 'C6'), ('C4', 'C12'), ('C4', 'C12'), ('C7', 'C9'), ('C7', 'C9'), ('C8', 'C10'), ('C8', 'C10'), ('C9', 'C10'), ('C11', 'C13'), ('C12', 'C14'), ('C13', 'C14'), ('C13', 'C14')]","[0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2484,128-85-8,Sudanblue,60538,C22H18N2O2,"['O1', 'O2', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22']","[('O1', 'C7'), ('O1', 'C7'), ('O2', 'C8'), ('O2', 'C8'), ('N1', 'C3'), ('N1', 'C13'), ('N2', 'C6'), ('N2', 'C18'), ('C1', 'C2'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C7'), ('C2', 'C6'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C9'), ('C4', 'C5'), ('C4', 'C7'), ('C4', 'C11'), ('C4', 'C11'), ('C5', 'C8'), ('C5', 'C12'), ('C5', 'C12'), ('C6', 'C10'), ('C9', 'C10'), ('C9', 'C10'), ('C11', 'C14'), ('C12', 'C15'), ('C13', 'C16'), ('C13', 'C16'), ('C13', 'C17'), ('C14', 'C15'), ('C14', 'C15'), ('C16', 'C20'), ('C17', 'C21'), ('C17', 'C21'), ('C19', 'C20'), ('C19', 'C20'), ('C19', 'C21'), ('C19', 'C22')]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 0, 1, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
2485,128-86-9,Solvent Blue 74,60539,C14H10N2O10S2,"['S1', 'S2', 'O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'O7', 'O8', 'O9', 'O10', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14']","[('S1', 'O5'), ('S1', 'O7'), ('S1', 'O7'), ('S1', 'O8'), ('S1', 'O8'), ('S1', 'C11'), ('S2', 'O6'), ('S2', 'O9'), ('S2', 'O9'), ('S2', 'O10'), ('S2', 'O10'), ('S2', 'C12'), ('O1', 'C7'), ('O2', 'C8'), ('O3', 'C5'), ('O3', 'C5'), ('O4', 'C6'), ('O4', 'C6'), ('N1', 'C9'), ('N2', 'C10'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C7'), ('C2', 'C4'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C6'), ('C3', 'C9'), ('C4', 'C5'), ('C4', 'C10'), ('C7', 'C11'), ('C7', 'C11'), ('C8', 'C12'), ('C8', 'C12'), ('C9', 'C13'), ('C9', 'C13'), ('C10', 'C14'), ('C10', 'C14'), ('C11', 'C13'), ('C12', 'C14')]","[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2486,128-87-0,Bis(4-amino-1-anthraquinonyl)amine,4510563,C28H17N3O4,"['O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'N3', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24', 'C25', 'C26', 'C27', 'C28']","[('O1', 'C7'), ('O1', 'C7'), ('O2', 'C8'), ('O2', 'C8'), ('O3', 'C13'), ('O3', 'C13'), ('O4', 'C14'), ('O4', 'C14'), ('N1', 'C3'), ('N1', 'C4'), ('N2', 'C15'), ('N3', 'C16'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C7'), ('C2', 'C4'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C17'), ('C4', 'C18'), ('C5', 'C13'), ('C5', 'C15'), ('C5', 'C15'), ('C6', 'C14'), ('C6', 'C16'), ('C6', 'C16'), ('C7', 'C9'), ('C8', 'C10'), ('C9', 'C11'), ('C9', 'C21'), ('C9', 'C21'), ('C10', 'C12'), ('C10', 'C22'), ('C10', 'C22'), ('C11', 'C13'), ('C11', 'C23'), ('C11', 'C23'), ('C12', 'C14'), ('C12', 'C24'), ('C12', 'C24'), ('C15', 'C19'), ('C16', 'C20'), ('C17', 'C19'), ('C17', 'C19'), ('C18', 'C20'), ('C18', 'C20'), ('C21', 'C25'), ('C22', 'C26'), ('C23', 'C27'), ('C24', 'C28'), ('C25', 'C27'), ('C25', 'C27'), ('C26', 'C28'), ('C26', 'C28')]","[0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2491,128-93-8,1-Bromo-4-methylaminoanthraquinone,29148,C15H10BrNO2,"['C1', 'N1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'O1', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'O2', 'Br1']","[('C1', 'N1'), ('N1', 'C2'), ('C2', 'C3'), ('C2', 'C7'), ('C2', 'C7'), ('C3', 'C4'), ('C3', 'C4'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C6'), ('C5', 'Br1'), ('C6', 'C7'), ('C6', 'C15'), ('C7', 'C8'), ('C8', 'O1'), ('C8', 'O1'), ('C8', 'C9'), ('C9', 'C10'), ('C9', 'C14'), ('C9', 'C14'), ('C10', 'C11'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'C13'), ('C12', 'C13'), ('C13', 'C14'), ('C14', 'C15'), ('C15', 'O2'), ('C15', 'O2')]","[3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
2492,128-94-9,"1,8-diamino-4,5-dihydroxyanthraquinone",29149,C14H10N2O4,"['O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14']","[('O1', 'C5'), ('O1', 'C5'), ('O2', 'C6'), ('O2', 'C6'), ('O3', 'C9'), ('O4', 'C10'), ('N1', 'C7'), ('N2', 'C8'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C7'), ('C1', 'C7'), ('C2', 'C4'), ('C2', 'C5'), ('C2', 'C8'), ('C2', 'C8'), ('C3', 'C6'), ('C3', 'C9'), ('C3', 'C9'), ('C4', 'C6'), ('C4', 'C10'), ('C4', 'C10'), ('C7', 'C11'), ('C8', 'C12'), ('C9', 'C13'), ('C10', 'C14'), ('C11', 'C13'), ('C11', 'C13'), ('C12', 'C14'), ('C12', 'C14')]","[0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2493,128-95-0,Disperse violet 1,29150,C14H10N2O2,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'O1', 'N1', 'N2', 'O2']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C6'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C14'), ('C5', 'C6'), ('C5', 'C6'), ('C5', 'C7'), ('C7', 'C8'), ('C7', 'O2'), ('C7', 'O2'), ('C8', 'C9'), ('C8', 'C9'), ('C8', 'C13'), ('C9', 'C10'), ('C9', 'N2'), ('C10', 'C11'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'C13'), ('C12', 'C13'), ('C12', 'N1'), ('C13', 'C14'), ('C14', 'O1'), ('C14', 'O1')]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
2494,128-97-2,"naphthalene-1,4,5,8-tetracarboxylic acid",29152,C14H8O8,"['O1', 'C1', 'O2', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'O3', 'O4', 'C13', 'O5', 'O6', 'C14', 'O7', 'O8']","[('O1', 'C1'), ('C1', 'O2'), ('C1', 'O2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'C3'), ('C2', 'C7'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C14'), ('C6', 'C7'), ('C6', 'C11'), ('C6', 'C11'), ('C7', 'C8'), ('C7', 'C8'), ('C8', 'C9'), ('C8', 'C13'), ('C9', 'C10'), ('C9', 'C10'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'O3'), ('C12', 'O3'), ('C12', 'O4'), ('C13', 'O5'), ('C13', 'O5'), ('C13', 'O6'), ('C14', 'O7'), ('C14', 'O7'), ('C14', 'O8')]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2495,128-98-3,"1-Amino-4-{[(4-methylphenyl)sulfonyl]amino}-9,10-dioxo-9,10-dihydro-2-anthracenesulfonic acid",60540,C21H16N2O7S2,"['S1', 'S2', 'O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'O7', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21']","[('S1', 'O4'), ('S1', 'O4'), ('S1', 'O5'), ('S1', 'O5'), ('S1', 'N1'), ('S1', 'C13'), ('S2', 'O3'), ('S2', 'O6'), ('S2', 'O6'), ('S2', 'O7'), ('S2', 'O7'), ('S2', 'C5'), ('O1', 'C6'), ('O1', 'C6'), ('O2', 'C9'), ('O2', 'C9'), ('N1', 'C3'), ('N2', 'C4'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C3'), ('C1', 'C6'), ('C2', 'C4'), ('C2', 'C9'), ('C3', 'C10'), ('C3', 'C10'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C10'), ('C6', 'C7'), ('C7', 'C8'), ('C7', 'C11'), ('C7', 'C11'), ('C8', 'C9'), ('C8', 'C12'), ('C8', 'C12'), ('C11', 'C14'), ('C12', 'C15'), ('C13', 'C16'), ('C13', 'C16'), ('C13', 'C17'), ('C14', 'C15'), ('C14', 'C15'), ('C16', 'C19'), ('C17', 'C20'), ('C17', 'C20'), ('C18', 'C19'), ('C18', 'C19'), ('C18', 'C20'), ('C18', 'C21')]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
2496,128-99-4,"1-AMINO-4-(3??AMINOPHENYLAMINO)ANTHRAQUINONE-2,4??DISULFONIC ACID",60541,C20H15N3O8S2,"['S1', 'S2', 'O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'O7', 'O8', 'N1', 'N2', 'N3', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20']","[('S1', 'O3'), ('S1', 'O4'), ('S1', 'O4'), ('S1', 'O5'), ('S1', 'O5'), ('S1', 'C5'), ('S2', 'O6'), ('S2', 'O7'), ('S2', 'O7'), ('S2', 'O8'), ('S2', 'O8'), ('S2', 'C18'), ('O1', 'C6'), ('O1', 'C6'), ('O2', 'C9'), ('O2', 'C9'), ('N1', 'C3'), ('N1', 'C11'), ('N2', 'C4'), ('N3', 'C19'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C3'), ('C1', 'C6'), ('C2', 'C4'), ('C2', 'C9'), ('C3', 'C10'), ('C3', 'C10'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C10'), ('C6', 'C7'), ('C7', 'C8'), ('C7', 'C12'), ('C7', 'C12'), ('C8', 'C9'), ('C8', 'C13'), ('C8', 'C13'), ('C11', 'C14'), ('C11', 'C14'), ('C11', 'C17'), ('C12', 'C15'), ('C13', 'C16'), ('C14', 'C19'), ('C15', 'C16'), ('C15', 'C16'), ('C17', 'C20'), ('C17', 'C20'), ('C18', 'C19'), ('C18', 'C19'), ('C18', 'C20')]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2497,129-00-0,Pyrene,29153,C16H10,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16']","[('C1', 'C2'), ('C1', 'C2'), ('C1', 'C14'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C15'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'C16'), ('C7', 'C8'), ('C7', 'C8'), ('C8', 'C9'), ('C9', 'C10'), ('C9', 'C10'), ('C10', 'C11'), ('C10', 'C16'), ('C11', 'C12'), ('C11', 'C12'), ('C12', 'C13'), ('C13', 'C14'), ('C13', 'C14'), ('C13', 'C15'), ('C15', 'C16'), ('C15', 'C16')]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
2499,129-09-9,Vat Yellow 2,29155,C28H14N2O2S2,"['S1', 'S2', 'O1', 'O2', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24', 'C25', 'C26', 'C27', 'C28']","[('S1', 'C7'), ('S1', 'C15'), ('S2', 'C8'), ('S2', 'C16'), ('O1', 'C5'), ('O1', 'C5'), ('O2', 'C6'), ('O2', 'C6'), ('N1', 'C9'), ('N1', 'C15'), ('N1', 'C15'), ('N2', 'C10'), ('N2', 'C16'), ('N2', 'C16'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C7'), ('C2', 'C4'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C6'), ('C3', 'C11'), ('C4', 'C5'), ('C4', 'C12'), ('C7', 'C9'), ('C7', 'C9'), ('C8', 'C10'), ('C8', 'C10'), ('C9', 'C13'), ('C10', 'C14'), ('C11', 'C13'), ('C11', 'C13'), ('C12', 'C14'), ('C12', 'C14'), ('C15', 'C17'), ('C16', 'C18'), ('C17', 'C19'), ('C17', 'C19'), ('C17', 'C21'), ('C18', 'C20'), ('C18', 'C20'), ('C18', 'C22'), ('C19', 'C23'), ('C20', 'C24'), ('C21', 'C25'), ('C21', 'C25'), ('C22', 'C26'), ('C22', 'C26'), ('C23', 'C27'), ('C23', 'C27'), ('C24', 'C28'), ('C24', 'C28'), ('C25', 'C27'), ('C26', 'C28')]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2501,129-22-6,"1,1??[(7-Oxo-7H-benzo[de]anthracene-3,9-diyl)diimino]di(9,10-anthraquinone)",60542,C45H24N2O5,"['O1', 'O2', 'O3', 'O4', 'O5', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24', 'C25', 'C26', 'C27', 'C28', 'C29', 'C30', 'C31', 'C32', 'C33', 'C34', 'C35', 'C36', 'C37', 'C38', 'C39', 'C40', 'C41', 'C42', 'C43', 'C44', 'C45']","[('O1', 'C8'), ('O1', 'C8'), ('O2', 'C24'), ('O2', 'C24'), ('O3', 'C28'), ('O3', 'C28'), ('O4', 'C29'), ('O4', 'C29'), ('O5', 'C33'), ('O5', 'C33'), ('N1', 'C7'), ('N1', 'C16'), ('N2', 'C15'), ('N2', 'C20'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C4'), ('C1', 'C5'), ('C2', 'C3'), ('C2', 'C9'), ('C3', 'C6'), ('C3', 'C6'), ('C3', 'C13'), ('C4', 'C7'), ('C4', 'C7'), ('C4', 'C12'), ('C5', 'C8'), ('C5', 'C14'), ('C5', 'C14'), ('C6', 'C8'), ('C6', 'C11'), ('C7', 'C10'), ('C9', 'C10'), ('C9', 'C10'), ('C11', 'C15'), ('C11', 'C15'), ('C12', 'C17'), ('C12', 'C17'), ('C13', 'C18'), ('C13', 'C18'), ('C14', 'C17'), ('C15', 'C18'), ('C16', 'C19'), ('C16', 'C26'), ('C16', 'C26'), ('C19', 'C21'), ('C19', 'C21'), ('C19', 'C24'), ('C20', 'C22'), ('C20', 'C34'), ('C20', 'C34'), ('C21', 'C28'), ('C21', 'C31'), ('C22', 'C23'), ('C22', 'C23'), ('C22', 'C29'), ('C23', 'C33'), ('C23', 'C36'), ('C24', 'C25'), ('C25', 'C27'), ('C25', 'C38'), ('C25', 'C38'), ('C26', 'C35'), ('C27', 'C28'), ('C27', 'C39'), ('C27', 'C39'), ('C29', 'C30'), ('C30', 'C32'), ('C30', 'C40'), ('C30', 'C40'), ('C31', 'C35'), ('C31', 'C35'), ('C32', 'C33'), ('C32', 'C41'), ('C32', 'C41'), ('C34', 'C37'), ('C36', 'C37'), ('C36', 'C37'), ('C38', 'C42'), ('C39', 'C43'), ('C40', 'C44'), ('C41', 'C45'), ('C42', 'C43'), ('C42', 'C43'), ('C44', 'C45'), ('C44', 'C45')]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2502,129-28-2,"N,N??[Iminobis(9,10-dioxo-9,10-dihydroanthracene-5,1-diyl)]dibenzamide",60544,C42H25N3O6,"['O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'N1', 'N2', 'N3', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24', 'C25', 'C26', 'C27', 'C28', 'C29', 'C30', 'C31', 'C32', 'C33', 'C34', 'C35', 'C36', 'C37', 'C38', 'C39', 'C40', 'C41', 'C42']","[('O1', 'C11'), ('O1', 'C11'), ('O2', 'C12'), ('O2', 'C12'), ('O3', 'C13'), ('O3', 'C13'), ('O4', 'C14'), ('O4', 'C14'), ('O5', 'C29'), ('O5', 'C29'), ('O6', 'C30'), ('O6', 'C30'), ('N1', 'C3'), ('N1', 'C4'), ('N2', 'C15'), ('N2', 'C29'), ('N3', 'C16'), ('N3', 'C30'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C5'), ('C1', 'C11'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C6'), ('C2', 'C12'), ('C3', 'C17'), ('C3', 'C17'), ('C4', 'C18'), ('C4', 'C18'), ('C5', 'C13'), ('C5', 'C19'), ('C6', 'C14'), ('C6', 'C20'), ('C7', 'C9'), ('C7', 'C9'), ('C7', 'C13'), ('C7', 'C15'), ('C8', 'C10'), ('C8', 'C10'), ('C8', 'C14'), ('C8', 'C16'), ('C9', 'C11'), ('C9', 'C21'), ('C10', 'C12'), ('C10', 'C22'), ('C15', 'C25'), ('C15', 'C25'), ('C16', 'C26'), ('C16', 'C26'), ('C17', 'C23'), ('C18', 'C24'), ('C19', 'C23'), ('C19', 'C23'), ('C20', 'C24'), ('C20', 'C24'), ('C21', 'C27'), ('C21', 'C27'), ('C22', 'C28'), ('C22', 'C28'), ('C25', 'C27'), ('C26', 'C28'), ('C29', 'C31'), ('C30', 'C32'), ('C31', 'C33'), ('C31', 'C33'), ('C31', 'C35'), ('C32', 'C34'), ('C32', 'C34'), ('C32', 'C36'), ('C33', 'C37'), ('C34', 'C38'), ('C35', 'C39'), ('C35', 'C39'), ('C36', 'C40'), ('C36', 'C40'), ('C37', 'C41'), ('C37', 'C41'), ('C38', 'C42'), ('C38', 'C42'), ('C39', 'C41'), ('C40', 'C42')]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
2503,129-30-6,"N,N??(9,10-Dioxo-9,10-dihydroanthracene-1,5-diyl)diacetamide",60545,C18H14N2O4,"['O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18']","[('O1', 'C5'), ('O1', 'C5'), ('O2', 'C6'), ('O2', 'C6'), ('O3', 'C15'), ('O3', 'C15'), ('O4', 'C16'), ('O4', 'C16'), ('N1', 'C7'), ('N1', 'C15'), ('N2', 'C8'), ('N2', 'C16'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C7'), ('C2', 'C4'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C8'), ('C3', 'C6'), ('C3', 'C9'), ('C4', 'C5'), ('C4', 'C10'), ('C7', 'C11'), ('C7', 'C11'), ('C8', 'C12'), ('C8', 'C12'), ('C9', 'C13'), ('C9', 'C13'), ('C10', 'C14'), ('C10', 'C14'), ('C11', 'C13'), ('C12', 'C14'), ('C15', 'C17'), ('C16', 'C18')]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
