molecule_id,chemSpiderId,len_molecule,valid_prob,sol_prob,d_min,d_min_cl,find_rate
1440,60250,10,0.924745,0.226434,1.3333333333333335,1.3333333333333335,1.0
2571,13869579,10,0.736858,0.198355,1.3333333333333335,1.3333333333333335,1.0
1587,60283,10,0.491263,0.318425,1.9436506316151003,1.9436506316151003,1.0
2314,7877,10,0.822758,0.455999,1.4142135623730951,1.4142135623730951,1.0
894,906,10,0.539109,0.496206,1.9436506316151003,1.9436506316151003,1.0
1923,7740,10,0.863761,0.787947,1.4142135623730951,1.4142135623730951,1.0
1629,2016968,10,0.75787,0.704816,1.6666666666666667,1.6666666666666667,1.0
438,6296,10,0.927653,0.879725,1.4142135623730951,1.4142135623730951,1.0
1704,13882938,10,0.660364,0.107561,1.4142135623730951,1.4142135623730951,1.0
1081,60126,10,0.559398,0.161838,1.6666666666666667,1.6666666666666667,1.0
3349,61042,10,0.414364,0.217457,1.9436506316151003,1.9436506316151003,1.0
2887,21111781,10,0.517222,0.029181,1.4142135623730951,1.4142135623730951,1.0
2942,2006073,11,0.600987,0.053243,1.3333333333333335,1.3333333333333335,1.0
513,59146,11,0.579388,0.021745,1.3333333333333335,1.3333333333333335,1.0
1252,60188,11,0.647023,0.530548,1.3333333333333335,1.3333333333333335,1.0
1432,7322,11,0.764435,0.558135,1.3333333333333335,1.3333333333333335,1.0
1445,13869661,11,0.796134,0.507549,1.3333333333333335,1.3333333333333335,1.0
2323,60343,11,0.778703,0.125376,1.3333333333333335,1.3333333333333335,1.0
56,4496,11,0.773644,0.362261,1.3333333333333335,1.3333333333333335,1.0
188,5142,11,0.664862,0.52073,1.3333333333333335,1.3333333333333335,1.0
833,3933,11,0.734502,0.531357,1.3333333333333335,1.3333333333333335,1.0
2949,8415,11,0.642731,0.193773,1.3333333333333335,1.3333333333333335,1.0
678,6552,11,0.582521,0.533457,1.9436506316151003,1.9436506316151003,1.0
1245,7116,11,0.539808,0.454373,1.9436506316151003,1.9436506316151003,1.0
3137,8431,11,0.71178,0.558,1.6666666666666667,1.6666666666666667,1.0
2295,13673,11,0.709567,0.278005,1.4142135623730951,1.4142135623730951,1.0
3274,9075,11,0.547709,0.471265,1.9436506316151003,1.9436506316151003,1.0
3575,91500,11,0.522843,0.417895,1.9436506316151003,1.9436506316151003,1.0
2320,7882,11,0.93775,0.672863,1.4142135623730951,1.4142135623730951,1.0
1374,7276,11,0.77075,0.527978,1.4142135623730951,1.4142135623730951,1.0
912,60044,11,0.789645,0.557773,1.4142135623730951,1.4142135623730951,1.0
3447,9413,11,0.483727,0.333943,1.9436506316151003,1.9436506316151003,1.0
189,5910,12,0.581671,0.040217,1.3333333333333335,1.3333333333333335,1.0
1236,60181,12,0.477723,0.015392,1.3333333333333335,1.3333333333333335,1.0
787,6667,12,0.436906,0.006359,1.3333333333333335,1.3333333333333335,1.0
799,59990,12,0.599,0.372408,1.3333333333333335,1.3333333333333335,1.0
3399,119985,12,0.575069,0.370162,1.3333333333333335,1.3333333333333335,1.0
1434,60244,12,0.628725,0.186322,1.3333333333333335,1.3333333333333335,1.0
1235,60180,12,0.436462,0.006501,1.3333333333333335,1.3333333333333335,1.0
1232,7104,12,0.638289,0.404487,1.3333333333333335,1.3333333333333335,1.0
736,21106112,12,0.650162,0.377841,1.3333333333333335,1.3333333333333335,1.0
2202,10395,12,0.647033,0.050725,1.3333333333333335,1.3333333333333335,1.0
1430,7320,12,0.895129,0.79636,1.4142135623730951,1.4142135623730951,1.0
